epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,2227.09,0.87288,0.51752,0.90261,0.64706,0.69174,0.7601,0.49493,1.37551,0.67409,1.15754,0.000688522,0.000688522,0.000688522
51,2272.13,0.84584,0.51432,0.91215,0.79388,0.70588,0.75414,0.4895,1.38566,0.68355,1.174,0.000684022,0.000684022,0.000684022
52,2315.13,0.89754,0.53511,0.92455,0.80962,0.67136,0.75538,0.47962,1.38472,0.68613,1.17149,0.000679523,0.000679523,0.000679523
53,2358.07,0.8464,0.50938,0.90002,0.79768,0.67457,0.74041,0.46269,1.37982,0.6844,1.16702,0.000675023,0.000675023,0.000675023
54,2401.52,0.84053,0.49935,0.88453,0.77417,0.69114,0.74491,0.46602,1.40446,0.70975,1.16324,0.000670524,0.000670524,0.000670524
55,2444.69,0.8744,0.50413,0.90871,0.76793,0.69831,0.76949,0.48317,1.38137,0.70818,1.15089,0.000666024,0.000666024,0.000666024
56,2488.15,0.85827,0.49829,0.89337,0.77825,0.68786,0.77431,0.49451,1.33663,0.68809,1.12976,0.000661525,0.000661525,0.000661525
57,2531.65,0.93968,0.5133,0.91587,0.78839,0.68581,0.77603,0.50014,1.33122,0.6858,1.12754,0.000657025,0.000657025,0.000657025
58,2575.23,0.85762,0.48543,0.8876,0.60639,0.84378,0.77698,0.49947,1.36826,0.70518,1.13942,0.000652526,0.000652526,0.000652526
59,2618.4,0.8684,0.50166,0.88969,0.62247,0.83604,0.78021,0.49868,1.37681,0.70454,1.14406,0.000648026,0.000648026,0.000648026
60,2661.79,0.87681,0.51254,0.89444,0.59035,0.83761,0.77715,0.50081,1.38414,0.70558,1.14419,0.000643527,0.000643527,0.000643527
61,2704.74,0.83591,0.52789,0.89637,0.83001,0.60368,0.75694,0.48527,1.40656,0.70664,1.15737,0.000639027,0.000639027,0.000639027
62,2748.01,0.8655,0.48712,0.88758,0.69284,0.75828,0.7951,0.50131,1.40881,0.72349,1.17306,0.000634527,0.000634527,0.000634527
63,2791.69,0.85726,0.49816,0.89086,0.74978,0.6919,0.77446,0.49903,1.41391,0.72565,1.18492,0.000630028,0.000630028,0.000630028
64,2835.25,0.86777,0.49364,0.89425,0.56709,0.85936,0.77763,0.4892,1.40862,0.73495,1.18935,0.000625528,0.000625528,0.000625528
65,2878.55,0.83475,0.48541,0.88645,0.59049,0.84324,0.77417,0.49306,1.40315,0.7476,1.18742,0.000621029,0.000621029,0.000621029
66,2921.87,0.84131,0.47281,0.88944,0.58649,0.84771,0.73149,0.47683,1.39106,0.75465,1.1775,0.000616529,0.000616529,0.000616529
67,2965.14,0.81291,0.48394,0.89056,0.55632,0.80236,0.74955,0.47538,1.41695,0.76015,1.18239,0.00061203,0.00061203,0.00061203
68,3008.24,0.83256,0.49617,0.89248,0.82029,0.56454,0.72308,0.43728,1.43311,0.74878,1.1836,0.00060753,0.00060753,0.00060753
69,3051.42,0.82393,0.47769,0.88367,0.85257,0.63432,0.75343,0.46448,1.4137,0.73773,1.17748,0.000603031,0.000603031,0.000603031
70,3095.09,0.83161,0.4641,0.88731,0.86911,0.6259,0.77739,0.48559,1.40305,0.71856,1.16003,0.000598531,0.000598531,0.000598531
71,3138.55,0.81342,0.47093,0.88716,0.85807,0.62184,0.77768,0.48758,1.42197,0.71142,1.16538,0.000594031,0.000594031,0.000594031
72,3182.67,0.82059,0.46416,0.88388,0.85108,0.62943,0.78269,0.48411,1.41834,0.70744,1.16606,0.000589532,0.000589532,0.000589532
73,3226.13,0.78096,0.4539,0.85771,0.82144,0.6353,0.78078,0.4862,1.42412,0.69721,1.17729,0.000585032,0.000585032,0.000585032
74,3269.49,0.80499,0.46327,0.8979,0.75976,0.74205,0.78935,0.49038,1.40245,0.69158,1.17233,0.000580533,0.000580533,0.000580533
75,3312.84,0.79237,0.45345,0.8771,0.75235,0.74279,0.79685,0.49014,1.38889,0.69792,1.16309,0.000576033,0.000576033,0.000576033
76,3356.39,0.79692,0.45465,0.87361,0.75571,0.74985,0.77585,0.47497,1.38005,0.70956,1.16538,0.000571534,0.000571534,0.000571534
77,3399.94,0.80662,0.47107,0.87838,0.75727,0.69705,0.73809,0.4582,1.38832,0.70992,1.17107,0.000567034,0.000567034,0.000567034
78,3443.4,0.88639,0.53097,0.96833,0.59172,0.7024,0.70515,0.44882,1.40837,0.70178,1.18982,0.000562535,0.000562535,0.000562535
79,3486.52,0.78658,0.47152,0.88292,0.59166,0.6919,0.69906,0.43041,1.418,0.70697,1.20349,0.000558035,0.000558035,0.000558035
80,3529.48,0.88099,0.5738,0.92817,0.62061,0.67098,0.69721,0.42862,1.41708,0.70248,1.21429,0.000553536,0.000553536,0.000553536
81,3572.79,0.78826,0.46493,0.88209,0.60208,0.70514,0.70167,0.43705,1.41749,0.70079,1.21682,0.000549036,0.000549036,0.000549036
82,3616.3,0.8062,0.49282,0.87929,0.59851,0.6743,0.7137,0.4442,1.40592,0.70193,1.20361,0.000544536,0.000544536,0.000544536
83,3659.55,0.76675,0.4514,0.86338,0.55299,0.75448,0.72584,0.45027,1.4035,0.69748,1.19938,0.000540037,0.000540037,0.000540037
84,3702.99,0.78212,0.47029,0.8857,0.55488,0.7545,0.72827,0.4565,1.40972,0.68909,1.20225,0.000535537,0.000535537,0.000535537
85,3745.95,0.76528,0.44295,0.87745,0.85177,0.70988,0.75451,0.46943,1.4054,0.67934,1.20008,0.000531038,0.000531038,0.000531038
86,3789.4,0.76116,0.43722,0.88647,0.89258,0.7083,0.77241,0.4976,1.42449,0.69473,1.20629,0.000526538,0.000526538,0.000526538
87,3832.69,0.7394,0.4354,0.86294,0.90079,0.69853,0.78106,0.50438,1.42682,0.70712,1.20449,0.000522039,0.000522039,0.000522039
88,3875.93,0.76208,0.48858,0.88265,0.9118,0.67427,0.78106,0.50635,1.44222,0.70419,1.21282,0.000517539,0.000517539,0.000517539
89,3919.39,0.68229,1.18097,0.77989,0.63192,0.69455,0.74132,0.46016,1.46711,0.70357,1.21957,0.00051304,0.00051304,0.00051304
90,3963.07,0.80092,0.4576,0.89202,0.90287,0.55506,0.72687,0.46653,1.47103,0.71655,1.23731,0.00050854,0.00050854,0.00050854
91,4006.21,0.78982,0.49928,0.85978,0.92164,0.55004,0.71317,0.47899,1.4204,0.71446,1.22013,0.00050404,0.00050404,0.00050404
92,4049.56,0.76691,0.47047,0.88362,0.93171,0.55399,0.70385,0.48533,1.39484,0.70487,1.20899,0.000499541,0.000499541,0.000499541
93,4093.99,0.76469,0.45294,0.86787,0.59928,0.75481,0.71525,0.49257,1.39168,0.69193,1.20466,0.000495041,0.000495041,0.000495041
94,4137.14,0.74577,0.43959,0.86563,0.8415,0.63343,0.71172,0.48633,1.37031,0.69087,1.18207,0.000490542,0.000490542,0.000490542
95,4180.63,0.80756,0.4696,0.87564,0.68563,0.63846,0.70965,0.47995,1.36805,0.69235,1.18066,0.000486042,0.000486042,0.000486042
96,4223.92,0.74248,0.44488,0.87028,0.68126,0.64711,0.69135,0.46716,1.38657,0.69384,1.18723,0.000481543,0.000481543,0.000481543
97,4267.53,0.71614,0.44367,0.87246,0.65995,0.65376,0.6949,0.46763,1.38453,0.68943,1.19033,0.000477043,0.000477043,0.000477043
98,4310.56,0.73903,0.43648,0.87622,0.65775,0.63213,0.72856,0.48123,1.36402,0.68005,1.20013,0.000472544,0.000472544,0.000472544
99,4354.1,0.68759,0.41412,0.85453,0.64146,0.76704,0.76892,0.47844,1.37438,0.68342,1.20078,0.000468044,0.000468044,0.000468044
100,4397.13,0.72829,0.43943,0.86611,0.66545,0.70265,0.75473,0.44692,1.39731,0.68805,1.20712,0.000463545,0.000463545,0.000463545
101,4440.65,0.70935,0.42028,0.86201,0.9098,0.73795,0.76892,0.46774,1.40339,0.6903,1.21311,0.000459045,0.000459045,0.000459045
102,4484.41,0.75076,0.43756,0.86391,0.93064,0.71106,0.75868,0.49019,1.4082,0.68053,1.22217,0.000454545,0.000454545,0.000454545
103,4527.82,0.76666,0.46004,0.87132,0.90176,0.71613,0.75993,0.48777,1.42884,0.67811,1.22618,0.000450046,0.000450046,0.000450046
104,4570.89,0.69734,0.42491,0.85409,0.89816,0.71504,0.76336,0.45155,1.43902,0.67781,1.22103,0.000445546,0.000445546,0.000445546
105,4614.07,0.70544,0.42266,0.87319,0.84229,0.76725,0.76458,0.46766,1.41103,0.6677,1.20145,0.000441047,0.000441047,0.000441047
106,4657.24,0.69644,0.41309,0.84745,0.82958,0.77657,0.76763,0.49532,1.38366,0.68123,1.19675,0.000436547,0.000436547,0.000436547
107,4699.91,0.71419,0.42562,0.85713,0.67841,0.77845,0.7674,0.49502,1.39485,0.69549,1.20919,0.000432048,0.000432048,0.000432048
108,4743.23,0.73735,0.43614,0.88345,0.67703,0.76423,0.76189,0.49071,1.40191,0.69289,1.2118,0.000427548,0.000427548,0.000427548
109,4785.93,0.69929,0.41643,0.85741,0.64659,0.75755,0.76775,0.46833,1.41256,0.69271,1.20853,0.000423049,0.000423049,0.000423049
110,4829.01,0.69895,0.40326,0.86567,0.68962,0.70744,0.75777,0.45179,1.43289,0.70235,1.20657,0.000418549,0.000418549,0.000418549
111,4872.55,0.68839,0.40447,0.84703,0.68932,0.6955,0.75766,0.4582,1.42215,0.70551,1.20794,0.000414049,0.000414049,0.000414049
112,4915.33,0.68076,0.39727,0.85482,0.75187,0.662,0.75343,0.47349,1.39802,0.7,1.20283,0.00040955,0.00040955,0.00040955
113,4958.35,0.66095,0.39957,0.85404,0.75369,0.66003,0.74799,0.46567,1.39323,0.69958,1.20797,0.00040505,0.00040505,0.00040505
114,5003.11,0.6749,0.40993,0.86348,0.86717,0.66579,0.75427,0.4715,1.4013,0.69033,1.21179,0.000400551,0.000400551,0.000400551
115,5046.39,0.67536,0.396,0.84853,0.67384,0.67555,0.73979,0.46644,1.38247,0.68063,1.20235,0.000396051,0.000396051,0.000396051
116,5089.43,0.69765,0.42204,0.85274,0.8142,0.68211,0.73955,0.45729,1.38054,0.68144,1.20152,0.000391552,0.000391552,0.000391552
117,5132.82,0.6514,0.39339,0.84147,0.674,0.70478,0.73903,0.46256,1.38571,0.69543,1.20665,0.000387052,0.000387052,0.000387052
118,5176.03,0.6643,0.40128,0.85265,0.66824,0.77519,0.76976,0.48298,1.38599,0.70082,1.21442,0.000382553,0.000382553,0.000382553
119,5219.14,0.74477,0.4306,0.86381,0.66003,0.78815,0.76389,0.4824,1.38094,0.69546,1.20384,0.000378053,0.000378053,0.000378053
120,5262.69,0.71209,0.41823,0.85794,0.68754,0.77823,0.76536,0.48569,1.37612,0.69374,1.19594,0.000373554,0.000373554,0.000373554
121,5305.52,0.68516,0.39933,0.86521,0.67941,0.77745,0.76175,0.48868,1.37294,0.69901,1.19338,0.000369054,0.000369054,0.000369054
122,5348.86,0.67955,0.39746,0.84606,0.6984,0.79394,0.76412,0.49084,1.38446,0.70955,1.20424,0.000364554,0.000364554,0.000364554
123,5391.81,0.74729,0.43462,0.8829,0.72146,0.82153,0.76554,0.4951,1.39046,0.70536,1.21009,0.000360055,0.000360055,0.000360055
124,5435.06,0.65079,0.39089,0.8487,0.71308,0.82226,0.76756,0.50087,1.38146,0.69625,1.20377,0.000355555,0.000355555,0.000355555
125,5478.31,0.67097,0.40988,0.84893,0.70392,0.82043,0.76583,0.49056,1.38534,0.69434,1.20343,0.000351056,0.000351056,0.000351056
126,5521.5,0.67932,0.40523,0.85743,0.60684,0.8241,0.76463,0.47988,1.40617,0.69108,1.20957,0.000346556,0.000346556,0.000346556
127,5564.64,0.67171,0.41067,0.85341,0.87911,0.65176,0.76501,0.48001,1.39497,0.68961,1.20601,0.000342057,0.000342057,0.000342057
128,5607.95,0.63173,0.38598,0.84011,0.86884,0.64636,0.76429,0.48932,1.38553,0.68846,1.2063,0.000337557,0.000337557,0.000337557
129,5651.21,0.70201,0.4179,0.84108,0.83082,0.66705,0.76353,0.49703,1.38219,0.68666,1.21088,0.000333058,0.000333058,0.000333058
130,5694.22,0.65387,0.385,0.84941,0.81749,0.65113,0.76304,0.49011,1.4008,0.69544,1.22349,0.000328558,0.000328558,0.000328558
131,5737.11,0.65486,0.40961,0.84779,0.8871,0.61622,0.76394,0.47751,1.4134,0.69934,1.22851,0.000324058,0.000324058,0.000324058
132,5781.1,0.67826,0.40039,0.85901,0.87988,0.61799,0.76432,0.46451,1.41818,0.70263,1.23012,0.000319559,0.000319559,0.000319559
133,5824.64,0.66673,0.40364,0.84025,0.87826,0.63493,0.76728,0.46873,1.40341,0.70452,1.22137,0.000315059,0.000315059,0.000315059
134,5868.14,0.66169,0.40611,0.85041,0.82812,0.6961,0.77646,0.48183,1.39177,0.6923,1.21181,0.00031056,0.00031056,0.00031056
135,5911.88,0.69004,0.40417,0.86521,0.62551,0.85937,0.77843,0.48384,1.39274,0.69,1.21182,0.00030606,0.00030606,0.00030606
136,5954.56,0.62201,0.37357,0.83269,0.64127,0.85714,0.77644,0.48458,1.39358,0.68318,1.2144,0.000301561,0.000301561,0.000301561
137,5997.5,0.64761,0.37763,0.84058,0.6495,0.85148,0.77813,0.48864,1.40863,0.68527,1.2214,0.000297061,0.000297061,0.000297061
138,6040.5,0.65455,0.39487,0.85778,0.6746,0.84643,0.82233,0.50833,1.41044,0.69191,1.21826,0.000292562,0.000292562,0.000292562
139,6084.25,0.63716,0.3828,0.841,0.66979,0.82594,0.80533,0.50753,1.39744,0.68895,1.20978,0.000288062,0.000288062,0.000288062
140,6127.83,0.63269,0.38012,0.8365,0.59632,0.71431,0.77357,0.49868,1.38825,0.69296,1.20451,0.000283563,0.000283563,0.000283563
141,6171.08,0.61756,0.36818,0.84441,0.61368,0.70881,0.77255,0.5072,1.38611,0.69084,1.20645,0.000279063,0.000279063,0.000279063
