epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,16314.3,0.61763,0.36899,0.83922,0.69808,0.55912,0.68982,0.4396,1.39522,0.97565,1.19129,9.9081e-05,9.9081e-05,9.9081e-05
182,16401.7,0.61103,0.36473,0.83282,0.58827,0.62617,0.6904,0.43345,1.40273,0.9951,1.19211,9.45814e-05,9.45814e-05,9.45814e-05
183,16488.5,0.62388,0.37109,0.83551,0.60396,0.62071,0.69791,0.43665,1.40809,1.01803,1.19542,9.00819e-05,9.00819e-05,9.00819e-05
184,16575.4,0.60909,0.36789,0.839,0.61337,0.62436,0.69691,0.43409,1.40548,1.0379,1.20149,8.55823e-05,8.55823e-05,8.55823e-05
185,16662.4,0.61113,0.37357,0.83585,0.60345,0.62973,0.69176,0.43527,1.40165,1.03947,1.20083,8.10828e-05,8.10828e-05,8.10828e-05
186,16749.3,0.61721,0.37035,0.84464,0.71363,0.55589,0.69177,0.43614,1.40191,1.04117,1.20238,7.65832e-05,7.65832e-05,7.65832e-05
187,16836.2,0.6108,0.36577,0.84443,0.61221,0.63662,0.68025,0.43697,1.40592,1.05336,1.20396,7.20837e-05,7.20837e-05,7.20837e-05
188,16923.2,0.61183,0.36094,0.84847,0.62438,0.63545,0.67741,0.42355,1.40369,1.05111,1.19838,6.75841e-05,6.75841e-05,6.75841e-05
189,17010.2,0.59458,0.35782,0.83154,0.63304,0.64214,0.67318,0.41989,1.40449,1.04211,1.19653,6.30846e-05,6.30846e-05,6.30846e-05
190,17097,0.59894,0.36338,0.83952,0.62819,0.64734,0.67592,0.4203,1.40532,1.03111,1.19455,5.85851e-05,5.85851e-05,5.85851e-05
191,17183.3,0.55691,0.3338,0.81041,0.6108,0.63676,0.6611,0.41298,1.41211,1.03745,1.20262,5.40855e-05,5.40855e-05,5.40855e-05
192,17269.1,0.57533,0.3444,0.82706,0.63085,0.56894,0.65169,0.41208,1.41967,1.06292,1.21816,4.9586e-05,4.9586e-05,4.9586e-05
193,17355.5,0.56016,0.33805,0.80736,0.7366,0.5028,0.63975,0.40047,1.41724,1.07599,1.21963,4.50864e-05,4.50864e-05,4.50864e-05
194,17441.3,0.57616,0.34193,0.81673,0.73612,0.50071,0.63084,0.39473,1.42215,1.07187,1.22638,4.05869e-05,4.05869e-05,4.05869e-05
195,17527.1,0.57181,0.33381,0.81094,0.71656,0.50132,0.62658,0.39087,1.42662,1.07796,1.22995,3.60873e-05,3.60873e-05,3.60873e-05
196,17613.2,0.55232,0.32428,0.80818,0.56033,0.59263,0.62341,0.39427,1.42854,1.08204,1.23163,3.15878e-05,3.15878e-05,3.15878e-05
197,17699.5,0.53367,0.31972,0.80861,0.58514,0.59218,0.6222,0.39012,1.42501,1.0811,1.22911,2.70882e-05,2.70882e-05,2.70882e-05
198,17785.5,0.5592,0.33487,0.80411,0.60447,0.59218,0.62311,0.39112,1.4229,1.08353,1.22891,2.25887e-05,2.25887e-05,2.25887e-05
199,17871.6,0.54705,0.32781,0.81471,0.58722,0.57789,0.6224,0.39395,1.42025,1.08233,1.22837,1.80891e-05,1.80891e-05,1.80891e-05
200,17957.6,0.55552,0.32321,0.8077,0.60219,0.55956,0.62531,0.39395,1.41265,1.07753,1.22649,1.35896e-05,1.35896e-05,1.35896e-05
